ticket_id,customer_id,product_id,created_at,closed_at,status,priority,channel,root_cause,description
920,334,10,31/3/2024 1:33,,pending,high,email,Data Sync,Customer reported issue related to data sync on dBank Pay.
921,235,5,10/1/2023 5:45,6/2/2023 5:45,closed,low,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Merchant.
922,90,3,27/12/2023 23:52,6/1/2024 23:52,resolved,medium,web,UI Bug,Customer reported issue related to ui bug on dBank Savings.
923,391,5,3/8/2025 14:20,29/8/2025 14:20,resolved,low,email,Fraud,Customer reported issue related to fraud on dBank Merchant.
924,93,10,26/12/2024 18:27,,pending,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Pay.
925,298,6,21/8/2024 22:28,,open,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Mobile App.
926,341,2,26/5/2024 17:20,2/6/2024 17:20,closed,low,web,User Error,Customer reported issue related to user error on dBank Wallet.
927,197,7,2/8/2025 2:20,10/8/2025 2:20,closed,low,app,UI Bug,Customer reported issue related to ui bug on dBank API Gateway.
928,192,10,8/10/2024 1:04,,pending,low,email,UI Bug,Customer reported issue related to ui bug on dBank Pay.
929,327,10,23/7/2024 7:16,7/8/2024 7:16,resolved,medium,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
930,83,7,13/4/2025 19:14,,open,low,app,Fraud,Customer reported issue related to fraud on dBank API Gateway.
931,343,2,28/7/2023 1:12,,open,low,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Wallet.
932,443,2,15/12/2023 6:44,14/1/2024 6:44,resolved,low,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Wallet.
933,243,9,27/12/2023 12:58,13/1/2024 12:58,closed,medium,email,UI Bug,Customer reported issue related to ui bug on dBank Insights.
934,193,2,5/8/2024 2:50,21/8/2024 2:50,resolved,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
935,308,9,5/12/2023 0:49,4/1/2024 0:49,resolved,high,call,UI Bug,Customer reported issue related to ui bug on dBank Insights.
936,184,2,12/6/2025 5:44,,open,low,web,Data Sync,Customer reported issue related to data sync on dBank Wallet.
937,478,10,27/5/2024 11:22,28/5/2024 11:22,closed,low,call,User Error,Customer reported issue related to user error on dBank Pay.
938,17,6,7/3/2024 9:29,4/4/2024 9:29,closed,low,call,Data Sync,Customer reported issue related to data sync on dBank Mobile App.
939,340,1,30/8/2023 17:58,29/9/2023 17:58,closed,low,app,Data Sync,Customer reported issue related to data sync on dBank Core.
940,307,10,9/8/2025 2:56,,pending,high,call,User Error,Customer reported issue related to user error on dBank Pay.
941,54,1,23/5/2024 18:28,3/6/2024 18:28,resolved,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
942,29,1,3/3/2025 7:08,30/3/2025 7:08,resolved,medium,app,Backend Timeout,Customer reported issue related to backend timeout on dBank Core.
943,27,7,23/2/2025 13:44,8/3/2025 13:44,resolved,low,app,UI Bug,Customer reported issue related to ui bug on dBank API Gateway.
944,460,10,14/7/2025 13:23,24/7/2025 13:23,resolved,high,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
945,302,1,21/8/2023 15:02,18/9/2023 15:02,closed,high,app,Data Sync,Customer reported issue related to data sync on dBank Core.
946,128,1,20/3/2023 2:03,25/3/2023 2:03,resolved,low,call,Fraud,Customer reported issue related to fraud on dBank Core.
947,456,4,27/10/2023 4:43,11/11/2023 4:43,closed,medium,app,UI Bug,Customer reported issue related to ui bug on dBank Lending.
948,279,4,21/5/2024 12:59,,open,low,call,Data Sync,Customer reported issue related to data sync on dBank Lending.
949,400,9,27/10/2023 23:47,24/11/2023 23:47,resolved,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
950,462,7,23/12/2024 22:38,25/12/2024 22:38,closed,high,web,UI Bug,Customer reported issue related to ui bug on dBank API Gateway.
951,284,4,6/5/2023 13:33,31/5/2023 13:33,closed,low,web,User Error,Customer reported issue related to user error on dBank Lending.
952,333,8,2/9/2025 4:09,28/9/2025 4:09,closed,low,email,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
953,495,2,3/3/2023 10:09,,pending,low,email,UI Bug,Customer reported issue related to ui bug on dBank Wallet.
954,23,4,30/7/2023 13:48,12/8/2023 13:48,closed,medium,app,Backend Timeout,Customer reported issue related to backend timeout on dBank Lending.
955,179,1,20/7/2025 22:09,,pending,high,call,User Error,Customer reported issue related to user error on dBank Core.
956,303,4,14/2/2025 0:59,12/3/2025 0:59,resolved,medium,app,User Error,Customer reported issue related to user error on dBank Lending.
957,284,7,2/9/2025 10:27,,pending,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
958,196,8,2/2/2025 8:40,2/2/2025 8:40,resolved,medium,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Rewards.
959,128,9,30/10/2023 12:17,31/10/2023 12:17,resolved,low,call,User Error,Customer reported issue related to user error on dBank Insights.
960,415,10,13/1/2023 4:31,3/2/2023 4:31,resolved,medium,web,UI Bug,Customer reported issue related to ui bug on dBank Pay.
961,9,8,10/1/2023 16:58,21/1/2023 16:58,resolved,medium,web,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
962,297,2,11/10/2023 22:13,10/11/2023 22:13,closed,low,call,User Error,Customer reported issue related to user error on dBank Wallet.
963,142,5,8/6/2025 18:01,28/6/2025 18:01,closed,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Merchant.
964,336,1,8/7/2023 18:26,,pending,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
965,366,5,25/9/2025 9:22,22/10/2025 9:22,resolved,low,app,Fraud,Customer reported issue related to fraud on dBank Merchant.
966,180,2,21/3/2023 18:27,6/4/2023 18:27,closed,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Wallet.
967,425,7,15/3/2023 23:22,24/3/2023 23:22,closed,low,call,UI Bug,Customer reported issue related to ui bug on dBank API Gateway.
968,209,6,26/4/2024 10:42,1/5/2024 10:42,resolved,low,web,Data Sync,Customer reported issue related to data sync on dBank Mobile App.
969,14,2,15/9/2024 7:41,,pending,high,email,User Error,Customer reported issue related to user error on dBank Wallet.
970,17,3,26/1/2024 23:38,28/1/2024 23:38,closed,low,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Savings.
971,63,9,28/3/2025 1:52,18/4/2025 1:52,resolved,low,web,User Error,Customer reported issue related to user error on dBank Insights.
972,151,4,3/12/2023 8:51,,pending,low,call,User Error,Customer reported issue related to user error on dBank Lending.
973,60,4,31/3/2024 14:55,11/4/2024 14:55,closed,high,email,Fraud,Customer reported issue related to fraud on dBank Lending.
974,230,7,24/8/2023 20:43,,open,high,web,User Error,Customer reported issue related to user error on dBank API Gateway.
975,209,10,12/11/2024 5:01,7/12/2024 5:01,resolved,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
976,216,9,1/6/2023 20:58,29/6/2023 20:58,closed,medium,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
977,62,7,27/9/2023 20:11,12/10/2023 20:11,closed,low,app,User Error,Customer reported issue related to user error on dBank API Gateway.
978,13,3,16/3/2023 4:49,1/4/2023 4:49,resolved,high,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
979,357,9,5/9/2023 10:40,3/10/2023 10:40,resolved,low,app,Third-Party API,Customer reported issue related to third-party api on dBank Insights.
980,24,2,26/1/2025 12:55,,pending,medium,email,UI Bug,Customer reported issue related to ui bug on dBank Wallet.
981,245,3,21/1/2025 6:40,8/2/2025 6:40,closed,low,app,Backend Timeout,Customer reported issue related to backend timeout on dBank Savings.
982,190,8,24/1/2024 11:40,9/2/2024 11:40,resolved,high,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Rewards.
983,253,6,19/2/2023 20:32,7/3/2023 20:32,resolved,low,email,UI Bug,Customer reported issue related to ui bug on dBank Mobile App.
984,92,3,12/2/2023 7:40,20/2/2023 7:40,resolved,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
985,148,5,13/5/2024 15:58,18/5/2024 15:58,resolved,high,call,Third-Party API,Customer reported issue related to third-party api on dBank Merchant.
986,386,2,4/8/2025 8:26,8/8/2025 8:26,closed,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
987,463,1,9/9/2025 19:39,15/9/2025 19:39,closed,low,app,UI Bug,Customer reported issue related to ui bug on dBank Core.
988,145,10,12/3/2024 16:11,7/4/2024 16:11,resolved,low,app,User Error,Customer reported issue related to user error on dBank Pay.
989,471,2,31/3/2024 15:44,2/4/2024 15:44,closed,high,app,Third-Party API,Customer reported issue related to third-party api on dBank Wallet.
990,412,2,1/2/2025 8:05,11/2/2025 8:05,closed,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Wallet.
991,377,9,19/11/2024 2:41,29/11/2024 2:41,closed,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
992,286,1,29/8/2025 23:06,5/9/2025 23:06,closed,low,web,User Error,Customer reported issue related to user error on dBank Core.
993,136,8,5/6/2023 17:38,,pending,low,web,Fraud,Customer reported issue related to fraud on dBank Rewards.
994,46,9,27/5/2025 7:47,29/5/2025 7:47,resolved,low,web,User Error,Customer reported issue related to user error on dBank Insights.
995,20,7,5/12/2024 9:34,25/12/2024 9:34,closed,medium,email,Backend Timeout,Customer reported issue related to backend timeout on dBank API Gateway.
996,489,3,17/6/2025 10:55,,pending,medium,email,User Error,Customer reported issue related to user error on dBank Savings.
997,201,10,1/1/2024 19:47,4/1/2024 19:47,closed,low,call,UI Bug,Customer reported issue related to ui bug on dBank Pay.
998,229,6,11/9/2023 15:28,25/9/2023 15:28,resolved,medium,call,User Error,Customer reported issue related to user error on dBank Mobile App.
999,361,3,3/3/2025 17:36,,pending,medium,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
1000,138,9,9/8/2023 14:53,2/9/2023 14:53,resolved,low,call,UI Bug,Customer reported issue related to ui bug on dBank Insights.
1001,415,8,11/3/2024 14:30,12/3/2024 14:30,resolved,low,web,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
1002,420,1,12/11/2023 16:17,30/11/2023 16:17,closed,low,app,Data Sync,Customer reported issue related to data sync on dBank Core.
1003,315,10,4/12/2023 4:42,4/12/2023 4:42,closed,medium,app,User Error,Customer reported issue related to user error on dBank Pay.
1004,171,6,24/2/2025 20:07,25/2/2025 20:07,closed,low,web,Third-Party API,Customer reported issue related to third-party api on dBank Mobile App.
1005,430,9,10/2/2024 8:20,15/2/2024 8:20,resolved,low,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Insights.
1006,128,1,6/2/2023 0:43,,open,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
1007,145,5,25/1/2023 8:22,16/2/2023 8:22,closed,low,app,User Error,Customer reported issue related to user error on dBank Merchant.
1008,194,7,15/5/2023 9:49,,open,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
1009,381,9,11/9/2024 5:31,29/9/2024 5:31,resolved,low,call,User Error,Customer reported issue related to user error on dBank Insights.
1010,218,9,31/1/2025 0:51,14/2/2025 0:51,closed,low,email,UI Bug,Customer reported issue related to ui bug on dBank Insights.
1011,220,2,16/8/2023 14:47,31/8/2023 14:47,resolved,high,web,UI Bug,Customer reported issue related to ui bug on dBank Wallet.
1012,255,7,1/9/2025 13:34,,open,low,app,UI Bug,Customer reported issue related to ui bug on dBank API Gateway.
1013,119,8,14/1/2024 17:21,3/2/2024 17:21,resolved,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Rewards.
1014,87,4,4/6/2025 17:50,6/6/2025 17:50,closed,low,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Lending.
1015,430,10,17/2/2025 8:27,4/3/2025 8:27,resolved,low,call,User Error,Customer reported issue related to user error on dBank Pay.
1016,19,6,6/12/2024 20:34,2/1/2025 20:34,closed,low,web,User Error,Customer reported issue related to user error on dBank Mobile App.
1017,407,8,12/7/2024 18:11,1/8/2024 18:11,closed,low,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Rewards.
1018,440,2,1/8/2025 3:49,3/8/2025 3:49,resolved,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
1019,384,2,20/6/2023 7:11,23/6/2023 7:11,closed,medium,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
1020,412,9,13/5/2024 5:05,30/5/2024 5:05,resolved,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
1021,151,5,19/6/2024 11:44,30/6/2024 11:44,closed,low,web,User Error,Customer reported issue related to user error on dBank Merchant.
1022,488,6,15/6/2024 22:00,29/6/2024 22:00,closed,high,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Mobile App.
1023,367,8,11/1/2023 11:34,15/1/2023 11:34,resolved,low,app,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
1024,97,4,11/12/2024 3:25,21/12/2024 3:25,closed,low,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Lending.
1025,35,6,13/10/2024 20:21,,pending,medium,web,UI Bug,Customer reported issue related to ui bug on dBank Mobile App.
1026,421,7,21/8/2024 11:07,14/9/2024 11:07,resolved,high,web,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
1027,79,2,18/1/2025 7:52,26/1/2025 7:52,closed,low,email,UI Bug,Customer reported issue related to ui bug on dBank Wallet.
1028,396,10,11/9/2024 10:05,,pending,low,app,User Error,Customer reported issue related to user error on dBank Pay.
1029,111,2,9/8/2025 22:23,14/8/2025 22:23,resolved,medium,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
1030,497,1,21/5/2023 18:37,,pending,medium,call,UI Bug,Customer reported issue related to ui bug on dBank Core.
1031,390,2,4/9/2023 20:23,28/9/2023 20:23,resolved,medium,call,UI Bug,Customer reported issue related to ui bug on dBank Wallet.
1032,268,6,27/6/2024 2:50,,open,high,call,User Error,Customer reported issue related to user error on dBank Mobile App.
1033,431,7,27/7/2024 16:04,21/8/2024 16:04,resolved,medium,email,User Error,Customer reported issue related to user error on dBank API Gateway.
1034,92,1,5/6/2025 13:18,,pending,medium,web,Fraud,Customer reported issue related to fraud on dBank Core.
1035,449,4,27/1/2024 13:37,19/2/2024 13:37,closed,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Lending.
1036,3,10,14/11/2023 11:57,25/11/2023 11:57,resolved,low,app,Fraud,Customer reported issue related to fraud on dBank Pay.
1037,18,5,19/10/2024 17:25,10/11/2024 17:25,resolved,low,app,Third-Party API,Customer reported issue related to third-party api on dBank Merchant.
1038,422,1,2/6/2025 17:08,,pending,low,email,User Error,Customer reported issue related to user error on dBank Core.
1039,332,9,6/4/2025 3:46,6/4/2025 3:46,closed,medium,web,Data Sync,Customer reported issue related to data sync on dBank Insights.
1040,68,2,5/3/2024 4:20,25/3/2024 4:20,closed,low,call,Third-Party API,Customer reported issue related to third-party api on dBank Wallet.
1041,100,10,25/1/2025 0:36,15/2/2025 0:36,resolved,medium,web,Data Sync,Customer reported issue related to data sync on dBank Pay.
1042,301,6,12/6/2024 0:30,,pending,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Mobile App.
1043,423,9,1/6/2023 9:42,15/6/2023 9:42,closed,low,web,User Error,Customer reported issue related to user error on dBank Insights.
1044,210,3,12/10/2024 0:07,29/10/2024 0:07,resolved,low,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Savings.
1045,357,2,2/8/2024 16:51,31/8/2024 16:51,closed,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
1046,303,1,24/2/2025 6:09,,open,medium,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
1047,371,4,12/11/2023 23:23,,open,medium,web,UI Bug,Customer reported issue related to ui bug on dBank Lending.
1048,195,5,2/7/2023 10:09,12/7/2023 10:09,resolved,low,web,UI Bug,Customer reported issue related to ui bug on dBank Merchant.
1049,103,3,29/9/2025 10:44,13/10/2025 10:44,resolved,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Savings.
1050,179,9,5/4/2024 22:58,10/4/2024 22:58,closed,high,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
1051,292,4,20/12/2024 15:47,14/1/2025 15:47,resolved,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Lending.
1052,396,4,22/9/2023 7:56,23/9/2023 7:56,closed,low,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Lending.
1053,240,10,27/11/2023 13:33,18/12/2023 13:33,closed,low,app,Fraud,Customer reported issue related to fraud on dBank Pay.
1054,446,1,12/6/2023 15:20,22/6/2023 15:20,closed,low,call,UI Bug,Customer reported issue related to ui bug on dBank Core.
1055,240,9,10/7/2023 0:47,29/7/2023 0:47,resolved,low,email,User Error,Customer reported issue related to user error on dBank Insights.
1056,243,4,16/9/2023 13:35,1/10/2023 13:35,resolved,low,web,User Error,Customer reported issue related to user error on dBank Lending.
1057,462,9,21/4/2023 15:19,29/4/2023 15:19,resolved,low,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Insights.
1058,473,5,26/6/2025 21:43,,open,high,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Merchant.
1059,171,1,20/9/2025 3:17,14/10/2025 3:17,closed,medium,email,UI Bug,Customer reported issue related to ui bug on dBank Core.
1060,236,1,5/11/2024 5:22,10/11/2024 5:22,resolved,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
1061,105,7,3/4/2023 8:54,20/4/2023 8:54,resolved,low,web,UI Bug,Customer reported issue related to ui bug on dBank API Gateway.
1062,242,9,4/12/2024 14:20,2/1/2025 14:20,resolved,medium,email,User Error,Customer reported issue related to user error on dBank Insights.
1063,391,2,1/2/2024 4:40,1/3/2024 4:40,closed,low,call,Data Sync,Customer reported issue related to data sync on dBank Wallet.
1064,420,7,3/9/2024 14:20,14/9/2024 14:20,resolved,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
1065,312,3,25/2/2025 8:33,7/3/2025 8:33,closed,medium,email,Data Sync,Customer reported issue related to data sync on dBank Savings.
1066,331,4,22/5/2023 18:12,28/5/2023 18:12,resolved,low,call,UI Bug,Customer reported issue related to ui bug on dBank Lending.
1067,93,7,4/6/2023 10:22,25/6/2023 10:22,resolved,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
1068,204,9,4/5/2025 3:52,6/5/2025 3:52,resolved,medium,app,User Error,Customer reported issue related to user error on dBank Insights.
1069,208,1,14/6/2023 11:36,30/6/2023 11:36,resolved,medium,app,Backend Timeout,Customer reported issue related to backend timeout on dBank Core.
1070,492,7,8/3/2024 1:59,16/3/2024 1:59,closed,medium,email,Backend Timeout,Customer reported issue related to backend timeout on dBank API Gateway.
1071,400,8,30/12/2024 12:11,,pending,low,web,Third-Party API,Customer reported issue related to third-party api on dBank Rewards.
1072,273,7,10/6/2025 2:54,20/6/2025 2:54,resolved,low,email,UI Bug,Customer reported issue related to ui bug on dBank API Gateway.
1073,238,5,10/2/2023 4:25,,pending,low,call,UI Bug,Customer reported issue related to ui bug on dBank Merchant.
1074,173,5,24/2/2025 0:51,1/3/2025 0:51,resolved,low,app,UI Bug,Customer reported issue related to ui bug on dBank Merchant.
1075,153,1,2/9/2024 4:03,3/9/2024 4:03,resolved,low,app,Backend Timeout,Customer reported issue related to backend timeout on dBank Core.
1076,65,3,10/10/2024 17:57,18/10/2024 17:57,resolved,high,web,Data Sync,Customer reported issue related to data sync on dBank Savings.
1077,463,9,5/8/2024 16:41,15/8/2024 16:41,resolved,low,app,UI Bug,Customer reported issue related to ui bug on dBank Insights.
1078,372,2,12/12/2023 23:10,25/12/2023 23:10,resolved,low,call,User Error,Customer reported issue related to user error on dBank Wallet.
1079,381,2,6/5/2025 15:46,,open,low,call,Fraud,Customer reported issue related to fraud on dBank Wallet.
1080,277,4,11/12/2024 1:46,26/12/2024 1:46,closed,medium,email,UI Bug,Customer reported issue related to ui bug on dBank Lending.
1081,353,3,11/10/2023 18:15,30/10/2023 18:15,resolved,high,call,UI Bug,Customer reported issue related to ui bug on dBank Savings.
1082,209,4,20/1/2023 15:05,28/1/2023 15:05,resolved,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Lending.
1083,116,1,27/12/2024 11:49,15/1/2025 11:49,resolved,medium,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Core.
1084,326,10,3/12/2023 19:42,1/1/2024 19:42,closed,low,call,UI Bug,Customer reported issue related to ui bug on dBank Pay.
1085,228,3,18/4/2024 18:10,10/5/2024 18:10,closed,medium,call,UI Bug,Customer reported issue related to ui bug on dBank Savings.
1086,339,10,17/9/2025 2:51,4/10/2025 2:51,resolved,low,call,UI Bug,Customer reported issue related to ui bug on dBank Pay.
1087,385,6,7/4/2024 17:01,26/4/2024 17:01,closed,medium,email,UI Bug,Customer reported issue related to ui bug on dBank Mobile App.
1088,392,1,8/2/2025 10:20,23/2/2025 10:20,closed,low,web,UI Bug,Customer reported issue related to ui bug on dBank Core.
1089,486,2,10/4/2023 14:24,13/4/2023 14:24,resolved,low,web,User Error,Customer reported issue related to user error on dBank Wallet.
1090,377,7,17/7/2024 14:52,23/7/2024 14:52,resolved,high,call,UI Bug,Customer reported issue related to ui bug on dBank API Gateway.
1091,186,2,11/11/2024 23:03,,pending,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
1092,207,8,13/2/2025 16:53,14/3/2025 16:53,resolved,low,web,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
1093,2,9,29/4/2025 12:09,,open,medium,app,UI Bug,Customer reported issue related to ui bug on dBank Insights.
1094,335,7,24/9/2025 15:13,14/10/2025 15:13,closed,medium,web,Fraud,Customer reported issue related to fraud on dBank API Gateway.
1095,258,2,5/9/2024 20:46,5/10/2024 20:46,closed,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
1096,321,8,1/12/2024 3:18,,open,medium,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Rewards.
1097,443,4,20/5/2025 5:52,12/6/2025 5:52,closed,low,web,UI Bug,Customer reported issue related to ui bug on dBank Lending.
1098,151,2,4/7/2025 1:07,18/7/2025 1:07,resolved,low,email,Third-Party API,Customer reported issue related to third-party api on dBank Wallet.
1099,408,3,23/9/2025 16:47,26/9/2025 16:47,resolved,medium,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
1100,370,2,8/1/2023 1:10,21/1/2023 1:10,resolved,medium,app,User Error,Customer reported issue related to user error on dBank Wallet.
1101,491,5,23/6/2025 19:33,17/7/2025 19:33,closed,low,app,UI Bug,Customer reported issue related to ui bug on dBank Merchant.
1102,204,1,8/1/2024 14:32,24/1/2024 14:32,resolved,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
1103,434,5,15/2/2025 21:06,,open,medium,call,UI Bug,Customer reported issue related to ui bug on dBank Merchant.
1104,174,3,23/7/2025 8:50,,open,low,call,Fraud,Customer reported issue related to fraud on dBank Savings.
1105,38,8,9/7/2025 17:53,,pending,low,email,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
1106,231,5,4/8/2024 10:01,28/8/2024 10:01,closed,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Merchant.
1107,451,6,31/7/2024 13:12,9/8/2024 13:12,closed,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Mobile App.
1108,226,5,8/6/2023 4:40,17/6/2023 4:40,resolved,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Merchant.
1109,109,10,7/11/2023 5:24,15/11/2023 5:24,resolved,medium,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Pay.
1110,461,3,22/9/2025 12:31,10/10/2025 12:31,resolved,low,email,Data Sync,Customer reported issue related to data sync on dBank Savings.
1111,249,3,10/6/2025 19:07,25/6/2025 19:07,resolved,low,app,UI Bug,Customer reported issue related to ui bug on dBank Savings.
1112,159,4,18/8/2023 5:27,11/9/2023 5:27,closed,medium,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Lending.
1113,292,1,10/5/2025 19:04,,open,low,app,UI Bug,Customer reported issue related to ui bug on dBank Core.
1114,51,6,3/6/2024 2:26,3/7/2024 2:26,closed,high,app,UI Bug,Customer reported issue related to ui bug on dBank Mobile App.
1115,268,4,8/9/2023 9:19,,open,medium,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Lending.
1116,368,8,1/7/2023 1:27,,pending,low,app,User Error,Customer reported issue related to user error on dBank Rewards.
1117,376,2,16/7/2025 4:49,17/7/2025 4:49,closed,low,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Wallet.
1118,275,1,23/11/2023 23:04,8/12/2023 23:04,closed,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
1119,278,10,9/8/2023 21:46,27/8/2023 21:46,closed,low,app,User Error,Customer reported issue related to user error on dBank Pay.
1120,227,4,26/8/2024 23:07,9/9/2024 23:07,closed,low,email,Fraud,Customer reported issue related to fraud on dBank Lending.
1121,253,3,3/12/2023 18:28,12/12/2023 18:28,resolved,low,web,UI Bug,Customer reported issue related to ui bug on dBank Savings.
1122,348,9,30/5/2024 11:14,2/6/2024 11:14,closed,low,call,Data Sync,Customer reported issue related to data sync on dBank Insights.
1123,261,8,22/5/2024 5:56,15/6/2024 5:56,resolved,medium,app,Data Sync,Customer reported issue related to data sync on dBank Rewards.
1124,227,6,15/10/2024 19:36,,open,medium,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Mobile App.
1125,257,5,24/11/2023 19:18,15/12/2023 19:18,resolved,high,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Merchant.
1126,80,6,10/6/2023 6:59,,open,medium,web,UI Bug,Customer reported issue related to ui bug on dBank Mobile App.
1127,265,8,31/10/2024 21:40,,pending,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Rewards.
1128,439,5,15/1/2024 5:16,7/2/2024 5:16,resolved,medium,call,UI Bug,Customer reported issue related to ui bug on dBank Merchant.
1129,218,10,7/2/2024 15:11,8/3/2024 15:11,resolved,low,email,UI Bug,Customer reported issue related to ui bug on dBank Pay.
1130,413,3,25/9/2025 16:38,,open,medium,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
1131,367,5,29/10/2023 13:35,11/11/2023 13:35,resolved,low,web,User Error,Customer reported issue related to user error on dBank Merchant.
1132,317,9,26/3/2024 9:58,2/4/2024 9:58,closed,low,email,Data Sync,Customer reported issue related to data sync on dBank Insights.
1133,304,8,1/9/2025 1:40,,pending,medium,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Rewards.
1134,311,10,20/1/2024 2:09,9/2/2024 2:09,resolved,low,call,UI Bug,Customer reported issue related to ui bug on dBank Pay.
1135,146,2,28/4/2024 4:53,,open,low,email,User Error,Customer reported issue related to user error on dBank Wallet.
1136,448,3,26/8/2024 10:52,12/9/2024 10:52,closed,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Savings.
1137,391,5,24/7/2024 19:20,,open,low,app,Data Sync,Customer reported issue related to data sync on dBank Merchant.
1138,359,6,7/9/2025 13:09,,pending,medium,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Mobile App.
1139,240,4,16/4/2024 13:11,7/5/2024 13:11,resolved,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Lending.
1140,329,7,13/3/2024 14:25,,open,medium,app,Data Sync,Customer reported issue related to data sync on dBank API Gateway.
1141,263,6,17/1/2023 20:35,18/1/2023 20:35,resolved,medium,email,UI Bug,Customer reported issue related to ui bug on dBank Mobile App.
1142,171,2,22/1/2025 2:45,8/2/2025 2:45,closed,low,app,Backend Timeout,Customer reported issue related to backend timeout on dBank Wallet.
